t,l1,l2,l3,num_cells,cm_x,cm_y,cm_z,shape_velocity,l1_micro,l2_micro,l3_micro
156,2981.809345436138,218.46366165744405,3.898867906418926,8,139.5,229.625,15.25,19.585719508909218,-0.593850514111935,-0.5294836346982006,-0.08929822498474138
157,3159.3490927637786,230.5172252767998,4.602431959422493,8,140.375,227.625,15.0,177.94983922292553,1.0166228693357624,-0.08430997608747504,0.05839389669647943
158,3187.2028312235516,229.64852000172345,4.429898774724605,8,139.375,232.75,14.875,27.86781589468765,1.251805873608511,0.12143397160920344,-0.03469508284446965
159,3125.8226089647574,238.4609022549728,3.810238780269749,8,138.125,233.0,15.375,62.01269018535714,0.9004948764647693,0.4930773429659432,-0.22565550051577432
160,3118.0088783498236,226.70319572017766,3.7098009299976855,8,138.5,231.625,15.75,14.1176533759292,1.139327858790267,-0.08781161822605021,-0.2620887618441212
161,3048.2550814130063,222.92376477007718,4.10240381691509,8,138.75,229.625,15.875,69.85721453390572,0.5648024810796102,-0.5648670839622891,-0.20622132999471843
162,2902.433666532217,227.3051397499613,5.120568717821902,8,140.125,231.5,15.0,145.89077470599386,-1.0092169553811914,-0.8459413176481583,0.006710522976043798
163,2831.7256002922227,240.27456420477827,6.64181081164113,9,142.44444444444446,230.77777777777777,15.666666666666666,71.90376053863004,-1.8036294252726677,-0.9737799812373247,0.27348438017130183
164,3017.9963840777573,296.8173243572598,6.206291564984752,10,146.9,222.6,15.1,194.66401386684865,-0.8140812739287995,0.0472628317128958,0.14302413984590556
165,3092.3313465418432,312.4991659020044,6.629487556151285,10,147.7,220.8,15.1,75.97227055721373,-0.8841877211411671,-0.17848238384099346,0.1905817736263895
166,3130.7211888449674,290.5349851174515,6.595065707002676,11,146.54545454545453,221.9090909090909,14.454545454545455,44.22902230955329,-1.2769503106085835,-1.3926245732124691,0.13684703204795934
167,3320.8380941136165,344.30330437143186,6.7757612782664784,13,145.3846153846154,226.30769230769232,14.615384615384615,197.57404301986617,-0.454850704542352,-0.44897997931496647,0.12956675530796335
168,3222.427061425672,436.86562505065956,5.7250650029588686,13,142.84615384615384,233.23076923076923,14.461538461538462,135.1059529661621,-2.331414934419314,1.434266195524554,-0.12492445400480001
169,3519.510328224541,481.7039711770806,5.341823047356908,14,143.42857142857142,235.28571428571428,14.5,300.4481512168733,-0.899780380323385,2.0785205047982913,-0.24634405517510372
170,3992.4462819893024,469.2089448587878,6.266648151909378,16,143.75,233.625,15.0,473.10188897060374,1.9417213883801097,1.4890134659492098,-0.07187882122692413
171,4144.517122745343,449.71987723947956,6.305968765178591,16,141.5625,238.125,14.75,153.3145978406154,2.1612695642820086,0.8885238020286117,-0.07313827109872495
172,4219.289052208435,428.1576077577597,6.518028715278953,16,141.07065217391306,237.0570652173913,15.067934782608695,77.81913563037315,1.891969550773993,0.3059604248793555,-0.022366703149668155
173,4638.03117078873,408.1125152873697,6.393869267516847,16,142.5037313432836,234.42630597014926,15.444962686567164,419.22163949494404,4.387045895905267,-0.1901490917727564,-0.047663754702617744
174,3975.932764367085,368.13405775772384,7.171459125193449,16,139.5625,231.3125,15.8125,663.3047425569328,-1.1836857012738236,-1.0897793296468485,0.07602472675189542
175,4043.132156190233,385.4801500112535,7.438846223625065,16,140.75704225352112,229.0017605633803,16.003521126760564,69.40256964788392,-1.0347969282451075,-0.5095030722645006,0.10316308629309301
176,4214.67158800759,381.45350280268116,7.679596689730761,16,142.75,224.8125,16.3125,171.58685414900174,0.004608661053310925,-0.4145380531322367,0.11599184839836507
177,4132.043073993892,346.9882946122068,6.773318893903098,16,142.5625,222.75,16.5625,89.53291709292075,-0.8049952684658166,-1.0552931430336088,-0.049554734058814276
178,4123.144095952023,376.48828519610925,7.1957438518678325,16,143.125,223.625,17.125,30.81590007585543,-0.9646736202002728,-0.12866714270169766,0.016356902741716972
179,4017.5049148131784,367.9383376639708,7.045028772849581,16,143.5625,222.1875,17.3125,105.98472017004637,-1.5956843702091277,-0.36247713829878947,-0.00718588154947053
