t,l1,l2,l3,num_cells,cm_x,cm_y,cm_z,shape_velocity,l1_micro,l2_micro,l3_micro,cluster
179,10677.25300832805,2939.24479307913,39.7048317424969,60,297.4636363636364,225.31666666666666,16.03939393939394,101.98417618292711,0.39840258419705776,-0.9362867407946851,0.0875838658385737,1
180,10747.43675387968,3092.568096236894,39.12787243261663,62,298.4497955474784,228.90277146751478,15.758973194002726,168.62421627070228,0.1085674851235865,-0.22358113716462213,-0.013872273426241755,1
181,10816.845436889376,3225.6626580924067,39.2928935718043,62,298.33870967741933,228.91935483870967,15.693548387096774,150.1058123612403,-0.1728764302928596,0.18986964794326866,-0.052867729606569824,1
182,10819.676165658027,3215.0985191657915,41.051277715200605,62,296.98387096774195,228.82258064516128,15.693548387096774,11.077272742793859,-0.8769489704205284,-0.661400024320514,0.05496048539122356,1
183,11152.736551522481,3516.9792256105525,42.14060986621115,63,299.8253968253968,230.34920634920636,15.555555555555555,449.51347944227643,0.26107155812970007,1.1384425015021478,0.10240519447232366,1
184,10912.38541537197,3605.7104484773517,41.91938928308808,63,298.0604686318972,229.18594104308391,15.477702191987905,256.2068451443594,-1.3351760526642948,1.0857217837639723,0.040078949495995,1
185,10907.693381413077,3594.5401663174357,41.810894328585285,63,297.42857142857144,228.02686202686203,15.556776556776557,12.116194012918834,-1.7300499740725712,0.18010136235231045,0.002175355758349262,1
186,11670.697781369818,3691.150063765714,43.4501542228484,64,300.3572443181818,230.6853693181818,15.533380681818182,769.098091150481,1.511232712374678,0.22509044100425513,0.1015341694613463,1
187,11702.117456522781,3746.9118212687463,41.0515327553462,64,300.59375,230.375,15.359375,64.04937916552414,1.3218363765879815,0.010922554371333604,-0.10615613009043301,1
188,11658.143422784216,3809.343914078815,41.72311235572024,64,301.625,229.921875,15.546875,76.36709288067146,0.7912787249128002,-0.04173405792894158,-0.0744326924023575,1
189,11557.473858211135,3873.5701199139544,43.05233636031014,64,300.5752840909091,230.0625,15.431818181818182,119.41998820869937,-0.0029189510431706367,0.05355235241101752,0.009547206342182868,1
190,11519.975919574923,3771.788155136111,43.5204686442727,64,300.92317708333337,229.96809895833331,15.531901041666668,108.4706545745832,-0.5118558691379036,-1.0279108407561068,0.029062370018006156,1
191,11728.223524531053,3771.8264291253613,41.87980082305605,64,301.78060787671234,230.63976883561645,15.469178082191782,208.25407133057988,0.10463655099729863,-1.094596967081344,-0.1108235754506488,1
192,11752.549832674587,3914.1368667363786,43.898579028581096,64,301.9623940677966,231.2010063559322,15.377118644067796,144.3887301224598,-0.15476876818303253,0.20444348238934396,0.030369796534796656,1
193,11942.694409488615,3867.1509060691633,44.45131530159667,64,302.125,231.484375,15.5,195.86461168111555,0.31715237240346994,0.22398050437188033,0.060076521370011626,1
194,11880.592082476946,3826.982203184302,43.726498263401886,64,301.20032649253733,231.68433502132194,15.405500399786781,73.96451224374732,-0.40626309463215193,0.568185146088446,-0.005631497705548938,1
