t,l1,l2,l3,num_cells,cm_x,cm_y,cm_z,shape_velocity,l1_micro,l2_micro,l3_micro
108,1584.5468323695304,15.717098900758026,4.611068729711434,4,166.75,327.0,19.25,150.5207407469659,-1.198080968816214,-0.31738456913945745,1.2703448240088901
109,1650.3386718565123,13.139517294990169,8.521810848497513,4,167.0,328.5,19.5,65.95835029725066,-1.2296957513856555,0.18064359393854623,1.9205917206656444
110,2059.7777491857964,15.51121154605418,1.6485392681494073,4,166.0,329.5,19.75,409.50363226727706,2.60402556868101,0.9762278457446736,0.12971728265171745
111,1910.6346677963147,11.066904246398039,0.04842795728698428,4,165.5,329.5,20.5,149.21786404425742,0.28139241698936956,0.3499896067289221,-1.132680245644614
112,1980.4925726703445,12.119863504281305,1.7625638253744953,4,170.0,330.25,20.75,69.88686470547971,0.6074341249009265,0.3832760811158127,-0.20756401898744326
113,2097.7453235835906,13.374807829406155,0.004868587003395086,4,164.25,327.25,20.5,117.2726394967465,1.5471796129177235,0.1362109587360698,-1.6818669015915102
114,2237.7446696511965,11.608757077975895,2.521573270827727,4,165.75,319.25,21.0,140.0331019333626,2.4744652439116877,-0.9288281344480005,-0.38750951555724056
115,2339.1933625493707,9.368597754797491,4.875539695830896,4,166.25,314.5,21.0,101.50072296526423,2.7596575911388683,-2.374819889787332,0.07224704738612164
116,2157.0550273684767,40.37901600625668,4.440956625266734,4,168.25,310.0,21.25,184.75986589366036,0.1332291299502799,-0.2087827920795604,-0.11617754652919121
117,1873.1176993038357,30.7869469979591,10.495353698204848,5,169.6,305.8,20.0,284.16380800563655,-3.479794693685811,-2.3821855457399046,0.8896706336958564
118,2251.9697120553437,120.30341515263022,9.754650569803848,6,182.83333333333334,311.3333333333333,21.0,389.28472135171126,-0.00317622581692234,1.5492378837094787,0.7527965739155755
119,2098.2431081973127,130.56584093267233,9.385495314459847,6,180.5,312.8333333333333,20.833333333333332,154.06921299278912,-2.378635728550563,0.46156586219600726,0.552136204170198
120,1871.0450335444332,169.46130795014295,9.085495240117222,7,184.0,319.42857142857144,21.285714285714285,230.50360622022203,-5.4817961022634165,0.49992132113405674,0.2936660544414531
121,2371.0521421179883,156.14843251070582,7.942282514162922,7,189.71428571428572,321.85714285714283,21.428571428571427,500.185613759422,-0.7934499849948438,-1.434753269114882,0.006986866042052231
122,2802.5056978551697,272.4986480189327,6.7925291258972,8,187.5,317.25,21.875,446.86783878449097,2.7607766803808076,1.3102398728993645,-0.14268771468643004
123,2915.1978358645206,375.0683580739103,5.0619310615691475,8,193.375,318.625,22.125,152.3911360924283,3.1130892917306525,2.88652012219643,-0.4484230376906373
124,2872.103019976907,351.1965223401251,4.12233268296792,8,187.625,314.5,22.25,49.27383223173536,2.0359516726959086,1.0896911826518476,-0.49003751631037273
125,2684.854819183037,366.2724204956933,5.966510321270236,8,187.5,317.625,22.125,187.8631746694924,-0.5113628176575631,0.6124785331356115,0.05452218644748141
126,2827.4662560661254,364.0490169656921,5.5784769681825415,8,190.875,316.0,22.375,142.62929580909906,0.0941920436912369,-0.08757138910731399,0.10193627733678934
127,2999.732450733504,393.92857390449774,4.932725361998067,8,190.625,312.125,23.0,174.83948851210735,1.2250505627459631,0.0059173233700065,0.11443569922703611
128,3004.560800816703,372.1463612169271,4.074087966370144,8,189.625,308.125,22.75,22.32744974845226,1.208447645463302,-0.876549734235887,-0.01448059901429799
129,2678.868138019705,366.7955856667301,3.6956513135652598,8,187.375,310.25,22.75,325.73683336872995,-2.100321091570528,-1.3400755217977611,-0.03966190731811192
130,2801.553830037536,357.45313882764293,3.3367811348212744,8,187.625,309.0,22.125,123.04141224254731,-0.9026254109274774,-1.7381818475507949,-0.079205413896968
131,2949.1853253845998,444.77063450275864,2.762790112641272,8,185.625,305.625,22.5,171.52181474983726,0.8946324585644945,0.34292623084657947,-0.2164772458915365
132,2821.9282608327517,502.767495112679,3.6479940545685925,8,184.125,302.5,22.625,139.85270789290627,-0.09192026801071762,1.6696958396258488,0.058386885167770686
133,2743.2957341640467,458.4206106080939,4.486780227859362,8,186.625,301.375,22.625,90.27969859172164,-0.7880238015577277,0.5694422360389382,0.27834279469015266
134,2772.2797680127533,447.81114717288534,3.080959814361919,8,187.625,301.5,22.75,30.896784032662683,-0.5799460288022686,0.0742864490519608,-0.07788407984485612
135,2671.992930160394,502.8517897257072,2.842780113899223,8,188.75,301.5,23.0,114.39833437870784,-1.4273402065575098,1.088382706397745,-0.11381593935237588
136,2714.6892257232157,481.16843002068873,3.2204692560957056,8,191.125,301.125,22.875,47.888248996734006,-0.6359226659299608,0.18328421955048668,-0.017496908382169885
137,2831.3672330692275,439.10453124559,3.012610685182936,8,192.625,300.5,23.0,124.02891672341266,0.8690784382610772,-1.328545523272684,-0.0783442639479186
138,2862.5196757087842,429.6427463288711,2.9313279623443234,8,194.375,302.875,23.0,32.55774351981651,1.5015744890305172,-1.9990238136597824,-0.10363120456834363
139,2767.9264013511784,521.1017919523729,3.3155566964493843,8,196.625,300.125,23.5,131.57808408612428,1.0005277777506052,-0.439446261710728,0.014168310290624708
140,2751.1042092625703,570.5651081308222,3.533807606608268,8,198.375,297.625,23.375,52.24608528392398,1.4504097785137446,0.15998708889424762,0.11925213928263223
141,2643.6131892798667,615.5380727398912,3.1299879802424844,8,201.125,298.75,23.625,116.52059900696185,0.9599430405294882,0.5205316238400002,0.04516903505209657
142,2455.513492092582,575.4618783904643,3.6496295169534623,8,203.25,297.0,23.75,192.32230100227034,-0.5448624132780182,-0.9339775336483918,0.2786521753077176
143,2423.5411717703414,665.5129079855312,3.149045244127882,8,202.625,297.875,23.875,95.55976026829377,-0.4352953118398304,0.12065373616505681,0.23254353375515668
144,2203.9341726544117,752.6909479301394,2.031129415448403,8,205.375,301.25,24.375,236.28054182494097,-2.092946212505524,1.0633977895742426,-0.05275326499564992
145,2238.8327426640403,812.4086913885789,2.180440947381266,8,209.25,302.5,24.375,69.16748778449679,-1.0500047964670216,1.4691397825424204,0.07526302918712924
146,2240.1177431896776,782.6265598317484,1.4119469785742067,8,214.125,304.875,24.25,29.819744623308516,-0.3541761945385957,0.15237775470916404,-0.14821731074068256
147,2220.5834979203437,732.2293041982344,1.5621978814219981,8,214.0,303.75,24.25,54.05083430407026,0.11645856844141633,-1.4440756421947576,-0.01191117061658531
148,2213.228572521485,901.9957192074356,1.186765963387502,8,213.375,301.6538461538462,24.14423076923077,169.92607669755745,0.7567294516189875,0.9360675302821342,-0.11628308540805721
149,2279.882862637831,856.8882128375368,0.8070495246315751,8,214.125,301.125,24.125,80.48369838916639,1.7765180163859142,-0.3714187173356116,-0.2836681034018892
150,2242.6809106119254,959.1602971314319,1.377542256642081,8,217.875,301.875,24.5,108.82963715051443,1.441069352611926,0.6004191070603646,0.008679667734707408
151,2192.945966563117,868.0920724749616,0.5928203369214443,8,216.78125,303.375,24.09375,103.76705638164132,0.7388175738415299,-1.7155992427537967,-0.4096815748712077
152,2045.2162807861396,947.3365863067215,1.3846329071384649,8,214.5,304.25,24.0,167.64361007608625,-1.1671930077647232,-1.0020584426401804,-0.002902203837821249
153,1984.8939876676375,985.8597954630577,1.9180918693050162,8,216.375,307.75,24.0,71.57584277702657,-2.371976515884157,-0.6993849854973,0.17777659327943884
154,2120.685013296127,1032.2437789153462,2.0341707514894924,9,210.22222222222223,307.22222222222223,23.77777777777778,143.49456448397692,-1.627040521446105,-0.09571976278986227,0.18244179359165225
155,2249.3101184162915,1077.3604455288928,2.020794079506318,9,209.0,307.6666666666667,23.555555555555557,136.30822224806025,-1.0709679651349333,0.49400187546369523,0.159315644770756
156,2252.127437825725,1067.636421995566,1.569473512042132,9,207.77777777777777,307.22222222222223,23.88888888888889,10.133983056334714,-1.9534026225049104,0.5566904703804028,-0.03100438589157739
157,2412.8411302681334,1156.7859884469344,2.6691775812291967,9,208.77777777777777,306.55555555555554,23.88888888888889,183.78722884351842,-1.3164619030671432,2.380859715360355,0.3161734384467445
